user,purpose,destination
2883,General business purpose,Raffles Hotel
2884,General business purpose,Raffles Hotel
2885,To shop/attend shopping events in Singapore,AMK Hub
2886,General business purpose,Raffles Hotel
2887,Company sponsored holiday,Resorts World Sentosa
2888,General business purpose,Raffles Hotel
2889,Holiday/ Rest & Relax,Marina Bay Sands
2890,Holiday/ Rest & Relax,Marina Bay Sands
2891,General business purpose,Raffles Hotel
2892,General business purpose,Raffles Hotel
2893,General business purpose,Raffles Hotel
2894,General business purpose,Raffles Hotel
2895,Holiday/ Rest & Relax,Marina Bay Sands
2896,Holiday/ Rest & Relax,Marina Bay Sands
2897,General business purpose,Raffles Hotel
2898,General business purpose,Raffles Hotel
2899,Holiday/ Rest & Relax,Marina Bay Sands
2900,General business purpose,Raffles Hotel
2901,Holiday/ Rest & Relax,Marina Bay Sands
2902,General business purpose,Raffles Hotel
2903,Holiday/ Rest & Relax,Marina Bay Sands
2904,Holiday/ Rest & Relax,Marina Bay Sands
2905,Holiday/ Rest & Relax,Marina Bay Sands
2906,General business purpose,Raffles Hotel
2907,Holiday/ Rest & Relax,Marina Bay Sands
2908,General business purpose,Raffles Hotel
2909,General business purpose,Raffles Hotel
2910,General business purpose,Raffles Hotel
2911,Holiday/ Rest & Relax,Marina Bay Sands
2912,General business purpose,Raffles Hotel
2913,Holiday/ Rest & Relax,Marina Bay Sands
2914,Holiday/ Rest & Relax,Marina Bay Sands
2915,Holiday/ Rest & Relax,Marina Bay Sands
2916,Holiday/ Rest & Relax,Marina Bay Sands
2917,Holiday/ Rest & Relax,Marina Bay Sands
2918,Holiday/ Rest & Relax,Marina Bay Sands
2919,General business purpose,Raffles Hotel
2920,"IR (e.g. MBS, RWS)",Marina Bay Sands
2921,General business purpose,Raffles Hotel
2922,General business purpose,Raffles Hotel
2923,Holiday/ Rest & Relax,Marina Bay Sands
2924,Holiday/ Rest & Relax,Marina Bay Sands
2925,Holiday/ Rest & Relax,Marina Bay Sands
2926,Sightseeing/ Attractions,Resorts World Sentosa
2927,To shop/attend shopping events in Singapore,AMK Hub
2928,To shop/attend shopping events in Singapore,AMK Hub
2929,To shop/attend shopping events in Singapore,AMK Hub
2930,To shop/attend shopping events in Singapore,AMK Hub
2931,Holiday/ Rest & Relax,Marina Bay Sands
2932,General business purpose,Raffles Hotel
2933,Sightseeing/ Attractions,Resorts World Sentosa
2934,Sightseeing/ Attractions,Resorts World Sentosa
2935,To shop/attend shopping events in Singapore,AMK Hub
2936,"IR (e.g. MBS, RWS)",Resorts World Sentosa
2937,Holiday/ Rest & Relax,Marina Bay Sands
2938,General business purpose,Raffles Hotel
2939,General business purpose,Raffles Hotel
2940,Holiday/ Rest & Relax,Marina Bay Sands
2941,Sightseeing/ Attractions,Resorts World Sentosa
2942,To shop/attend shopping events in Singapore,White Sands
2943,Holiday/ Rest & Relax,Marina Bay Sands
2944,Holiday/ Rest & Relax,Marina Bay Sands
2945,General business purpose,Raffles Hotel
2946,Holiday/ Rest & Relax,Marina Bay Sands
2947,To shop/attend shopping events in Singapore,White Sands
2948,Holiday/ Rest & Relax,Marina Bay Sands
2949,General business purpose,Raffles Hotel
2950,Holiday/ Rest & Relax,Marina Bay Sands
2951,Holiday/ Rest & Relax,Marina Bay Sands
2952,Holiday/ Rest & Relax,Marina Bay Sands
2953,Holiday/ Rest & Relax,Marina Bay Sands
2954,To shop/attend shopping events in Singapore,White Sands
2955,General business purpose,Raffles Hotel
2956,To shop/attend shopping events in Singapore,White Sands
2957,General business purpose,Raffles Hotel
2958,Sightseeing/ Attractions,Resorts World Sentosa
2959,General business purpose,Raffles Hotel
2960,Sightseeing/ Attractions,Marina Bay Sands
2961,To shop/attend shopping events in Singapore,White Sands
2962,To shop/attend shopping events in Singapore,White Sands
2963,Holiday/ Rest & Relax,Marina Bay Sands
2964,Exhibition/Trade show,City Hall
2965,Holiday/ Rest & Relax,Marina Bay Sands
2966,Holiday/ Rest & Relax,Marina Bay Sands
2967,Holiday/ Rest & Relax,Marina Bay Sands
2968,Holiday/ Rest & Relax,Marina Bay Sands
2969,Holiday/ Rest & Relax,Marina Bay Sands
2970,To shop/attend shopping events in Singapore,White Sands
2971,Holiday/ Rest & Relax,Marina Bay Sands
2972,Holiday/ Rest & Relax,Marina Bay Sands
2973,Holiday/ Rest & Relax,Marina Bay Sands
2974,"IR (e.g. MBS, RWS)",Resorts World Sentosa
2975,Holiday/ Rest & Relax,Marina Bay Sands
2976,Holiday/ Rest & Relax,Marina Bay Sands
2977,Holiday/ Rest & Relax,Marina Bay Sands
2978,General business purpose,Raffles Hotel
2979,Holiday/ Rest & Relax,Marina Bay Sands
2980,Holiday/ Rest & Relax,Marina Bay Sands
2981,Holiday/ Rest & Relax,Marina Bay Sands
2982,Holiday/ Rest & Relax,Marina Bay Sands
2983,Holiday/ Rest & Relax,Marina Bay Sands
2984,To shop/attend shopping events in Singapore,White Sands
2985,Holiday/ Rest & Relax,Marina Bay Sands
2986,Holiday/ Rest & Relax,Marina Bay Sands
2987,To shop/attend shopping events in Singapore,White Sands
2988,General business purpose,Raffles Hotel
2989,General business purpose,Raffles Hotel
2990,Sightseeing/ Attractions,Marina Bay Sands
2991,Holiday/ Rest & Relax,Marina Bay Sands
2992,Holiday/ Rest & Relax,Marina Bay Sands
2993,General business purpose,Raffles Hotel
2994,General business purpose,Raffles Hotel
2995,Holiday/ Rest & Relax,Marina Bay Sands
2996,Holiday/ Rest & Relax,Marina Bay Sands
2997,General business purpose,Raffles Hotel
2998,General business purpose,Raffles Hotel
2999,Holiday/ Rest & Relax,Marina Bay Sands
3000,Holiday/ Rest & Relax,Marina Bay Sands
3001,Holiday/ Rest & Relax,Marina Bay Sands
3002,Holiday/ Rest & Relax,Marina Bay Sands
3003,Holiday/ Rest & Relax,Marina Bay Sands
3004,Holiday/ Rest & Relax,Marina Bay Sands
3005,Holiday/ Rest & Relax,Marina Bay Sands
3006,General business purpose,Raffles Hotel
3007,General business purpose,Raffles Hotel
3008,Holiday/ Rest & Relax,Marina Bay Sands
3009,General business purpose,Raffles Hotel
3010,General business purpose,Raffles Hotel
3011,Holiday/ Rest & Relax,Marina Bay Sands
3012,Holiday/ Rest & Relax,Marina Bay Sands
3013,General business purpose,Raffles Hotel
3014,Holiday/ Rest & Relax,Marina Bay Sands
3015,Holiday/ Rest & Relax,Marina Bay Sands
3016,Exhibition/Trade show,City Hall
3017,Exhibition/Trade show,City Hall
3018,Exhibition/Trade show,URA City Gallery
3019,Exhibition/Trade show,URA City Gallery
3020,General business purpose,Raffles Hotel
3021,Holiday/ Rest & Relax,Marina Bay Sands
3022,Holiday/ Rest & Relax,Marina Bay Sands
3023,Holiday/ Rest & Relax,Marina Bay Sands
3024,General business purpose,Raffles Hotel
3025,General business purpose,Raffles Hotel
3026,Holiday/ Rest & Relax,Marina Bay Sands
3027,General business purpose,Raffles Hotel
3028,General business purpose,Raffles Hotel
3029,Holiday/ Rest & Relax,Marina Bay Sands
3030,Holiday/ Rest & Relax,Marina Bay Sands
3031,To shop/attend shopping events in Singapore,White Sands
3032,Holiday/ Rest & Relax,Marina Bay Sands
3033,Sightseeing/ Attractions,Marina Bay Sands
3034,General business purpose,Raffles Hotel
3035,To shop/attend shopping events in Singapore,White Sands
3036,"IR (e.g. MBS, RWS)",Resorts World Sentosa
3037,General business purpose,Raffles Hotel
3038,Holiday/ Rest & Relax,Marina Bay Sands
3039,General business purpose,Raffles Hotel
3040,Holiday/ Rest & Relax,Marina Bay Sands
3041,Holiday/ Rest & Relax,Marina Bay Sands
3042,General business purpose,Raffles Hotel
3043,Holiday/ Rest & Relax,Marina Bay Sands
3044,Holiday/ Rest & Relax,Marina Bay Sands
3045,To experience the food/food events in Singapore,Chinatown
3046,General business purpose,Raffles Hotel
3047,Holiday/ Rest & Relax,Marina Bay Sands
3048,General business purpose,Raffles Hotel
3049,Holiday/ Rest & Relax,Marina Bay Sands
3050,Holiday/ Rest & Relax,Marina Bay Sands
3051,Holiday/ Rest & Relax,Marina Bay Sands
3052,Holiday/ Rest & Relax,Marina Bay Sands
3053,To shop/attend shopping events in Singapore,White Sands
3054,General business purpose,Raffles Hotel
3055,General business purpose,Raffles Hotel
3056,General business purpose,Raffles Hotel
3057,Holiday/ Rest & Relax,Marina Bay Sands
3058,Holiday/ Rest & Relax,Marina Bay Sands
3059,General business purpose,Raffles Hotel
3060,Holiday/ Rest & Relax,Marina Bay Sands
3061,Holiday/ Rest & Relax,Marina Bay Sands
3062,Holiday/ Rest & Relax,Marina Bay Sands
3063,General business purpose,Raffles Hotel
3064,General business purpose,Raffles Hotel
3065,Holiday/ Rest & Relax,Marina Bay Sands
3066,Holiday/ Rest & Relax,Marina Bay Sands
3067,Holiday/ Rest & Relax,Marina Bay Sands
3068,Holiday/ Rest & Relax,Marina Bay Sands
3069,General business purpose,Raffles Hotel
3070,General business purpose,Raffles Hotel
3071,General business purpose,Raffles Hotel
3072,Holiday/ Rest & Relax,Marina Bay Sands
3073,Holiday/ Rest & Relax,Marina Bay Sands
3074,Holiday/ Rest & Relax,Marina Bay Sands
3075,Holiday/ Rest & Relax,Marina Bay Sands
3076,General business purpose,Raffles Hotel
3077,Holiday/ Rest & Relax,Marina Bay Sands
3078,Holiday/ Rest & Relax,Marina Bay Sands
3079,Holiday/ Rest & Relax,Marina Bay Sands
3080,Holiday/ Rest & Relax,Marina Bay Sands
3081,To shop/attend shopping events in Singapore,White Sands
3082,Holiday/ Rest & Relax,Marina Bay Sands
3083,Company sponsored holiday,Resorts World Sentosa
3084,Holiday/ Rest & Relax,Marina Bay Sands
3085,General business purpose,Raffles Hotel
3086,Holiday/ Rest & Relax,Marina Bay Sands
3087,Holiday/ Rest & Relax,Marina Bay Sands
3088,Holiday/ Rest & Relax,Marina Bay Sands
3089,To shop/attend shopping events in Singapore,White Sands
3090,To shop/attend shopping events in Singapore,White Sands
3091,Company sponsored holiday,Resorts World Sentosa
3092,Holiday/ Rest & Relax,Marina Bay Sands
3093,Holiday/ Rest & Relax,Marina Bay Sands
3094,Holiday/ Rest & Relax,Marina Bay Sands
3095,Holiday/ Rest & Relax,Marina Bay Sands
3096,Holiday/ Rest & Relax,Marina Bay Sands
3097,Holiday/ Rest & Relax,Marina Bay Sands
3098,Holiday/ Rest & Relax,Marina Bay Sands
3099,Holiday/ Rest & Relax,Marina Bay Sands
3100,General business purpose,Raffles Hotel
3101,General business purpose,Raffles Hotel
3102,"IR (e.g. MBS, RWS)",Resorts World Sentosa
3103,Holiday/ Rest & Relax,Marina Bay Sands
3104,General business purpose,Raffles Hotel
3105,Holiday/ Rest & Relax,Marina Bay Sands
3106,Holiday/ Rest & Relax,Marina Bay Sands
3107,Holiday/ Rest & Relax,Marina Bay Sands
3108,Holiday/ Rest & Relax,Marina Bay Sands
3109,Holiday/ Rest & Relax,Marina Bay Sands
3110,Holiday/ Rest & Relax,Marina Bay Sands
3111,To shop/attend shopping events in Singapore,White Sands
3112,Holiday/ Rest & Relax,Marina Bay Sands
3113,Holiday/ Rest & Relax,Marina Bay Sands
3114,To shop/attend shopping events in Singapore,White Sands
3115,Holiday/ Rest & Relax,Marina Bay Sands
3116,Holiday/ Rest & Relax,Marina Bay Sands
3117,Holiday/ Rest & Relax,Marina Bay Sands
3118,Holiday/ Rest & Relax,Marina Bay Sands
3119,Sightseeing/ Attractions,Marina Bay Sands
3120,To shop/attend shopping events in Singapore,White Sands
3121,Sightseeing/ Attractions,Marina Bay Sands
3122,Sightseeing/ Attractions,Marina Bay Sands
3123,Sightseeing/ Attractions,Marina Bay Sands
3124,Sightseeing/ Attractions,Marina Bay Sands
3125,To shop/attend shopping events in Singapore,White Sands
3126,Sightseeing/ Attractions,Marina Bay Sands
3127,General business purpose,Raffles Hotel
3128,General business purpose,Raffles Hotel
3129,Holiday/ Rest & Relax,Marina Bay Sands
3130,General business purpose,Raffles Hotel
3131,"IR (e.g. MBS, RWS)",Resorts World Sentosa
3132,General business purpose,Raffles Hotel
3133,General business purpose,Raffles Hotel
3134,To shop/attend shopping events in Singapore,White Sands
3135,To shop/attend shopping events in Singapore,White Sands
3136,Holiday/ Rest & Relax,Marina Bay Sands
3137,Holiday/ Rest & Relax,Marina Bay Sands
3138,Holiday/ Rest & Relax,Marina Bay Sands
3139,General business purpose,Raffles Hotel
3140,Holiday/ Rest & Relax,Marina Bay Sands
3141,Holiday/ Rest & Relax,Marina Bay Sands
3142,General business purpose,Raffles Hotel
3143,Holiday/ Rest & Relax,Marina Bay Sands
3144,Holiday/ Rest & Relax,Marina Bay Sands
3145,Holiday/ Rest & Relax,Marina Bay Sands
3146,Holiday/ Rest & Relax,Marina Bay Sands
3147,Holiday/ Rest & Relax,Marina Bay Sands
3148,General business purpose,Raffles Hotel
3149,To shop/attend shopping events in Singapore,White Sands
3150,Holiday/ Rest & Relax,Marina Bay Sands
3151,To shop/attend shopping events in Singapore,White Sands
3152,General business purpose,Raffles Hotel
3153,Holiday/ Rest & Relax,Marina Bay Sands
3154,Holiday/ Rest & Relax,Marina Bay Sands
3155,Holiday/ Rest & Relax,Marina Bay Sands
3156,To shop/attend shopping events in Singapore,White Sands
3157,Holiday/ Rest & Relax,Marina Bay Sands
3158,Holiday/ Rest & Relax,Marina Bay Sands
3159,Holiday/ Rest & Relax,Marina Bay Sands
3160,Holiday/ Rest & Relax,Marina Bay Sands
3161,Holiday/ Rest & Relax,Marina Bay Sands
3162,Sightseeing/ Attractions,Marina Bay Sands
3163,Sightseeing/ Attractions,Marina Bay Sands
3164,Sightseeing/ Attractions,Marina Bay Sands
3165,To experience the nightlife in Singapore,Boat Quay
3166,Holiday/ Rest & Relax,Marina Bay Sands
3167,Sightseeing/ Attractions,Marina Bay Sands
3168,Sightseeing/ Attractions,Marina Bay Sands
3169,Holiday/ Rest & Relax,Marina Bay Sands
3170,Holiday/ Rest & Relax,Marina Bay Sands
3171,Holiday/ Rest & Relax,Marina Bay Sands
3172,Holiday/ Rest & Relax,Marina Bay Sands
3173,Holiday/ Rest & Relax,Marina Bay Sands
3174,Holiday/ Rest & Relax,Marina Bay Sands
3175,Sightseeing/ Attractions,Marina Bay Sands
3176,Holiday/ Rest & Relax,Marina Bay Sands
3177,Holiday/ Rest & Relax,Marina Bay Sands
3178,Holiday/ Rest & Relax,Marina Bay Sands
3179,To shop/attend shopping events in Singapore,White Sands
3180,Holiday/ Rest & Relax,Marina Bay Sands
3181,Sightseeing/ Attractions,Marina Bay Sands
3182,Sightseeing/ Attractions,Marina Bay Sands
3183,General business purpose,Raffles Hotel
3184,Sightseeing/ Attractions,Marina Bay Sands
3185,Sightseeing/ Attractions,Marina Bay Sands
3186,Holiday/ Rest & Relax,Marina Bay Sands
3187,Holiday/ Rest & Relax,Marina Bay Sands
3188,Holiday/ Rest & Relax,Marina Bay Sands
3189,Holiday/ Rest & Relax,Marina Bay Sands
3190,General business purpose,Raffles Hotel
3191,Holiday/ Rest & Relax,Marina Bay Sands
3192,Holiday/ Rest & Relax,Marina Bay Sands
3193,Holiday/ Rest & Relax,Marina Bay Sands
3194,General business purpose,Raffles Hotel
3195,Holiday/ Rest & Relax,Marina Bay Sands
3196,Holiday/ Rest & Relax,Marina Bay Sands
3197,Holiday/ Rest & Relax,Marina Bay Sands
3198,Holiday/ Rest & Relax,Marina Bay Sands
3199,Holiday/ Rest & Relax,Marina Bay Sands
3200,Holiday/ Rest & Relax,Marina Bay Sands
3201,Holiday/ Rest & Relax,Marina Bay Sands
3202,Holiday/ Rest & Relax,Marina Bay Sands
3203,Holiday/ Rest & Relax,Marina Bay Sands
3204,Holiday/ Rest & Relax,Marina Bay Sands
3205,Holiday/ Rest & Relax,Marina Bay Sands
3206,Holiday/ Rest & Relax,Marina Bay Sands
3207,Holiday/ Rest & Relax,Marina Bay Sands
3208,Holiday/ Rest & Relax,Marina Bay Sands
3209,Holiday/ Rest & Relax,Marina Bay Sands
3210,To shop/attend shopping events in Singapore,White Sands
3211,General business purpose,Raffles Hotel
3212,To shop/attend shopping events in Singapore,White Sands
3213,To shop/attend shopping events in Singapore,White Sands
3214,Sightseeing/ Attractions,Marina Bay Sands
3215,Sightseeing/ Attractions,Marina Bay Sands
3216,To shop/attend shopping events in Singapore,White Sands
3217,To shop/attend shopping events in Singapore,White Sands
3218,General business purpose,Raffles Hotel
3219,General business purpose,Raffles Hotel
3220,Holiday/ Rest & Relax,Marina Bay Sands
3221,General business purpose,Raffles Hotel
3222,Holiday/ Rest & Relax,Marina Bay Sands
3223,General business purpose,Raffles Hotel
3224,Holiday/ Rest & Relax,Marina Bay Sands
3225,Holiday/ Rest & Relax,Marina Bay Sands
3226,Holiday/ Rest & Relax,Marina Bay Sands
3227,"IR (e.g. MBS, RWS)",Resorts World Sentosa
3228,Holiday/ Rest & Relax,Marina Bay Sands
3229,General business purpose,Raffles Hotel
3230,Holiday/ Rest & Relax,Marina Bay Sands
3231,To shop/attend shopping events in Singapore,White Sands
3232,Holiday/ Rest & Relax,Marina Bay Sands
3233,To shop/attend shopping events in Singapore,White Sands
3234,General business purpose,Raffles Hotel
3235,General business purpose,Raffles Hotel
3236,General business purpose,Raffles Hotel
3237,To shop/attend shopping events in Singapore,White Sands
3238,General business purpose,Raffles Hotel
3239,Holiday/ Rest & Relax,Marina Bay Sands
3240,Holiday/ Rest & Relax,Marina Bay Sands
3241,Holiday/ Rest & Relax,Marina Bay Sands
3242,To shop/attend shopping events in Singapore,White Sands
3243,Holiday/ Rest & Relax,Marina Bay Sands
3244,Holiday/ Rest & Relax,Marina Bay Sands
3245,To shop/attend shopping events in Singapore,White Sands
3246,Holiday/ Rest & Relax,Marina Bay Sands
3247,Holiday/ Rest & Relax,Marina Bay Sands
3248,Holiday/ Rest & Relax,Marina Bay Sands
3249,Holiday/ Rest & Relax,Marina Bay Sands
3250,Holiday/ Rest & Relax,Marina Bay Sands
3251,Holiday/ Rest & Relax,Marina Bay Sands
3252,General business purpose,Raffles Hotel
3253,Holiday/ Rest & Relax,Marina Bay Sands
3254,Holiday/ Rest & Relax,Marina Bay Sands
3255,General business purpose,Raffles Hotel
3256,Holiday/ Rest & Relax,Marina Bay Sands
3257,Holiday/ Rest & Relax,Marina Bay Sands
3258,Holiday/ Rest & Relax,Marina Bay Sands
3259,Holiday/ Rest & Relax,Marina Bay Sands
3260,General business purpose,Raffles Hotel
3261,General business purpose,Raffles Hotel
3262,Holiday/ Rest & Relax,Marina Bay Sands
3263,General business purpose,Raffles Hotel
3264,General business purpose,Raffles Hotel
3265,General business purpose,Raffles Hotel
3266,General business purpose,Raffles Hotel
3267,Holiday/ Rest & Relax,Marina Bay Sands
3268,General business purpose,Raffles Hotel
3269,Holiday/ Rest & Relax,Marina Bay Sands
3270,Holiday/ Rest & Relax,Marina Bay Sands
3271,Holiday/ Rest & Relax,Marina Bay Sands
3272,Holiday/ Rest & Relax,Marina Bay Sands
3273,Holiday/ Rest & Relax,Marina Bay Sands
3274,Holiday/ Rest & Relax,Marina Bay Sands
3275,Holiday/ Rest & Relax,Marina Bay Sands
3276,General business purpose,Raffles Hotel
3277,To shop/attend shopping events in Singapore,White Sands
3278,Holiday/ Rest & Relax,Marina Bay Sands
3279,General business purpose,Raffles Hotel
3280,Holiday/ Rest & Relax,Marina Bay Sands
3281,General business purpose,Raffles Hotel
3282,General business purpose,Raffles Hotel
3283,General business purpose,Raffles Hotel
3284,To shop/attend shopping events in Singapore,White Sands
